age,sexe,region,niveau_education_parents,situation_financiere,note_moyenne,taux_absenteisme,taux_remise_devoirs,temps_moodle_heures,participation_forums,satisfaction_etudiant,abandon
23,F,Urbaine,Université,Bonne,17.84502793436944,29.820374710933635,84.62933702396614,12.12463520223284,6,10.0,0
20,F,Urbaine,Secondaire,Bonne,15.07532745774532,11.032125402614003,92.09624007992586,63.99044723862241,2,5.186414568958133,0
17,M,Urbaine,Post-grad,Bonne,10.03830483502327,15.188907529291921,69.63726039328398,83.21207157117816,4,7.525881557522191,0
21,F,Urbaine,Primaire,Précaire,12.081940139554316,39.0328238498523,100.0,26.54269948774105,4,5.102242110847649,0
18,F,Urbaine,Secondaire,Moyenne,11.857887892366692,33.11068861312367,92.55314135075145,68.60364492928225,8,10.0,0
21,F,Rurale,Université,Précaire,7.253469709961618,20.087761140802478,97.53374164509592,25.87824327042162,7,7.298842741385349,1
22,M,Urbaine,Université,Moyenne,9.17880325054694,4.897961730116127,73.29901070612327,56.71466190417118,4,5.770624414925154,0
18,F,Urbaine,Université,Moyenne,10.31771727906042,12.330677773666151,68.2783920844413,72.19554855756975,7,8.211517595100087,0
21,M,Semi-urbaine,Secondaire,Moyenne,5.89133849143219,33.49205797884951,100.0,240.95914198156413,5,8.500123594213447,1
20,F,Semi-urbaine,Primaire,Moyenne,12.142480404754929,13.97202806821597,67.633761312043,21.18629088639648,7,7.789197870716528,0
21,M,Rurale,Université,Bonne,11.252784466040877,57.91007161606667,87.23957861838163,26.469916734816003,3,6.352965113115221,1
23,F,Urbaine,Université,Précaire,6.981318296065277,74.19448036885942,100.0,9.053320805244592,4,7.881014345207247,0
19,F,Rurale,Primaire,Moyenne,13.212638595831997,22.9838746712316,83.09797046342712,11.412393963089459,8,6.689316891767982,0
18,M,Urbaine,Université,Moyenne,14.147618234072878,41.54026027994106,100.0,59.10975066295252,7,6.949413613781988,0
18,F,Urbaine,Secondaire,Précaire,12.681103436594666,33.250620488610934,80.92662544309248,124.47320505320434,2,5.429176013354686,1
18,M,Urbaine,Université,Précaire,11.02779547437309,42.6517797894386,65.83873001828452,25.09370307921478,2,4.07312768796371,1
19,F,Urbaine,Université,Bonne,13.774326455255565,66.09010846342682,90.61258811663225,9.913062886668376,6,8.12649400164767,0
20,F,Urbaine,Primaire,Bonne,14.040661081430073,29.30990674380786,87.9744405057168,16.780595297399636,8,8.212600366694192,0
20,F,Urbaine,Primaire,Bonne,12.922210709159065,1.3338125594690553,100.0,30.35321800135222,4,9.593277539838631,0
21,F,Semi-urbaine,Université,Bonne,9.526163248695717,33.712256543589206,70.8233670083047,17.170334277210856,6,7.097029324439118,1
20,F,Semi-urbaine,Université,Précaire,12.829802296533542,51.70278545537692,81.22229342005974,13.301188016019664,8,6.5685325844589,0
22,M,Rurale,Université,Moyenne,15.586441952476438,5.722794469226917,74.03701569724419,66.58737114268895,6,4.180374194644514,0
19,M,Urbaine,Université,Moyenne,10.21011282416481,60.68938944826024,82.86273127642306,0.3937927260448814,4,6.920952307670352,0
25,F,Semi-urbaine,Université,Moyenne,18.293818017397292,64.35601389477846,82.25796351390449,38.74287101775323,6,7.720396272666433,1
21,F,Urbaine,Post-grad,Moyenne,10.423107198043846,44.02367281231248,71.91550266909238,78.93738728584175,6,3.3605227201756502,0
18,F,Rurale,Secondaire,Moyenne,12.09722104002041,7.909472550479474,92.02356414545332,15.477865776233157,4,9.138044578394119,0
17,F,Urbaine,Secondaire,Moyenne,9.982543211980992,26.411880581258146,81.78784191865803,46.22767758353536,4,5.575925027584535,0
20,M,Rurale,Secondaire,Moyenne,12.669812507760783,14.50596760975019,100.0,55.26675767110473,5,6.607799435765733,0
19,F,Urbaine,Primaire,Précaire,6.7733349220941745,34.46424575993012,75.27164315067023,53.21412241479441,9,8.195541300672952,1
21,M,Semi-urbaine,Université,Moyenne,10.361874603549836,12.057825936537215,100.0,29.51596053241502,5,6.9853736394639006,0
20,F,Semi-urbaine,Secondaire,Moyenne,8.723636398954298,51.77780423520806,89.13811009562723,21.27660458966788,6,9.806722314746176,1
19,M,Urbaine,Post-grad,Moyenne,12.406015043676872,22.90506178869762,100.0,90.37129944762889,9,8.257612301569415,0
18,M,Urbaine,Université,Précaire,14.983342126526722,21.15046095867501,86.73180198434302,71.03310251928878,3,6.7033357873976,0
17,M,Semi-urbaine,Université,Moyenne,13.938018561343654,19.627872082327023,73.2901840021604,19.375501486782717,10,1.0,0
19,M,Urbaine,Secondaire,Précaire,4.885021917423323,18.236175387586815,81.04718619761303,5.436040781929311,7,8.99237334219061,1
21,F,Semi-urbaine,Primaire,Moyenne,18.126208958783643,25.225174752696173,64.19847683743471,3.7258090662050445,6,4.640885956633218,0
20,M,Urbaine,Primaire,Moyenne,12.885839821862605,4.065240918944571,83.3269957570974,4.951031535505149,5,8.703729851443539,0
17,M,Urbaine,Secondaire,Moyenne,9.670502578520999,35.78187963663263,87.58139314197744,43.717791186648434,5,7.9803785482796314,1
20,M,Urbaine,Primaire,Moyenne,12.471383756972823,15.550326169247853,85.68584193528169,2.6522242797784443,9,6.602428037542936,0
20,M,Urbaine,Université,Moyenne,12.528569467508078,42.35698184514463,100.0,20.543500035317088,7,8.90658250860504,0
18,M,Rurale,Université,Moyenne,9.99945384914531,44.685219369483505,82.76299253405638,69.95878895743365,7,8.042079515134224,0
20,M,Urbaine,Université,Moyenne,12.593750002026226,44.49458737235301,56.590096107366755,17.431665841683895,5,7.6567247906670595,0
20,F,Urbaine,Université,Moyenne,10.177583137139077,34.95493880605239,100.0,72.04979435841757,2,3.5673457806455726,0
17,F,Urbaine,Secondaire,Moyenne,10.786914021929931,31.59843982220047,74.64087187775016,68.4162467746092,5,7.079696479030647,0
20,F,Urbaine,Université,Moyenne,9.941162592734747,49.764687439639275,99.53117663186868,14.106683509357914,4,4.51434788334035,1
21,F,Semi-urbaine,Université,Précaire,7.701986130781042,35.30190604115068,62.436299934327685,65.24902556316104,7,4.808124440659196,1
22,M,Semi-urbaine,Primaire,Moyenne,12.437509410646152,34.852320777489496,88.67818260202532,68.8720113994598,3,6.2777151307763415,0
22,F,Urbaine,Université,Moyenne,13.755898309549014,39.83673609104406,73.0818128789295,25.329557230960415,3,9.926834895953448,0
17,F,Rurale,Secondaire,Moyenne,13.544650788229117,59.24717736409679,42.6604756263321,11.812736656062247,6,7.730781568724287,0
18,F,Rurale,Université,Moyenne,14.459775757905703,65.3566303622116,80.75785007436181,36.83101001512386,3,7.862536883210112,0
21,M,Urbaine,Post-grad,Moyenne,12.973020630044605,6.796828775507222,84.24901962654253,127.16764464987051,5,8.540853543812641,0
21,M,Semi-urbaine,Primaire,Précaire,10.40182350534929,44.717098881103226,81.7167111451575,51.029359085884884,3,5.250639397321448,0
21,M,Urbaine,Université,Moyenne,14.518991593293567,11.589173380314252,88.64670022425574,9.492843663376032,8,3.84718038438064,0
27,M,Urbaine,Université,Moyenne,7.927447380474195,28.143334907335056,80.95737869911224,57.40434999985409,3,3.4920343585156406,1
21,F,Semi-urbaine,Post-grad,Moyenne,9.29798585246256,11.956740938013885,86.0372472420482,27.861197420436795,7,7.462142148963841,1
22,F,Urbaine,Secondaire,Précaire,9.107399785730266,19.888562321116215,87.55168002481444,44.766693126449226,5,8.973382439989,0
21,F,Rurale,Université,Moyenne,15.240168177417932,7.044139226118197,84.47232866844348,66.22498661754487,6,8.825499559827692,0
21,F,Semi-urbaine,Primaire,Bonne,14.828365542420226,45.51597928900048,82.43836251696882,36.17489201788515,4,5.337904303377803,0
19,F,Urbaine,Secondaire,Précaire,13.461915711134985,37.9625712051158,71.5951973455659,84.09612253861614,6,9.710991065750015,0
21,F,Semi-urbaine,Primaire,Moyenne,15.215789595635393,66.1813144500978,93.91668406006171,64.03469798883981,7,10.0,0
18,F,Urbaine,Post-grad,Précaire,9.362151652764036,44.064618606645986,80.7550397905021,47.735122819756384,10,8.215263518696279,1
